0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.5708,0.0,0.0426,0.0,-0.3555
0.0,1.5551,0.0,0.045,0.0,-0.3547
0.0,1.5395,0.0,0.0473,0.0,-0.3538
0.0,1.5241,0.0,0.0495,0.0,-0.3528
0.0,1.5088,0.0,0.0517,0.0,-0.3517
0.0,1.4936,0.0,0.0538,0.0,-0.3504
0.0,1.4787,0.0,0.0222,0.0,-0.3243
0.0,1.4639,0.0,0.0218,0.0,-0.321
0.0,1.4493,0.0,0.0215,0.0,-0.3178
0.0,1.4348,0.0,0.0212,0.0,-0.3146
0.0,1.4204,0.0,0.0209,0.0,-0.3115
0.0,1.4062,0.0,0.0206,0.0,-0.3084
0.0,1.3922,0.0,0.0203,0.0,-0.3053
0.0,1.3782,0.0,0.02,0.0,-0.3022
0.0,1.3645,0.0,0.0197,0.0,-0.2992
0.0,1.3508,0.0,0.0194,0.0,-0.2962
0.0,1.3373,0.0,0.0192,0.0,-0.2933
0.0,1.3239,0.0,0.0189,0.0,-0.2903
0.0,1.3107,0.0,0.0186,0.0,-0.2874
0.0,1.2976,0.0,0.0184,0.0,-0.2846
0.0,1.2846,0.0,0.0181,0.0,-0.2817
0.0,1.2718,0.0,0.0179,0.0,-0.2789
0.0,1.259,0.0,0.0177,0.0,-0.2761
0.0,1.2465,0.0,0.0174,-0.0,-0.2733
0.0,1.234,0.0,0.0172,0.0,-0.2706
0.0,1.2216,0.0,0.017,-0.0,-0.2679
0.0,1.2094,0.0,0.0168,-0.0,-0.2652
0.0,1.1973,0.0,0.0165,0.0,-0.2626
0.0,1.1854,0.0,0.0163,0.0,-0.2599
0.0,1.1735,0.0,0.0161,0.0,-0.2573
0.0,1.1618,0.0,0.0159,0.0,-0.2547
0.0,1.1502,0.0,0.0157,0.0,-0.2522
0.0,1.1387,0.0,0.0155,0.0,-0.2497
0.0,1.1273,0.0,0.0153,-0.0,-0.2471
0.0,1.116,0.0,0.0151,-0.0,-0.2447
0.0,1.1048,0.0,0.0149,-0.0,-0.2422
0.0,1.0938,0.0,0.0147,-0.0,-0.2398
0.0,1.0828,0.0,0.0145,-0.0,-0.2374
0.0,1.072,0.0,0.0143,-0.0,-0.235
0.0,1.0613,0.0,0.0142,-0.0,-0.2326
0.0,1.0507,0.0,0.014,0.0,-0.2303
0.0,1.0402,0.0,0.0138,0.0,-0.228
0.0,1.0298,0.0,0.0136,-0.0,-0.2257
0.0,1.0195,0.0,0.0134,0.0,-0.2234
0.0,1.0093,0.0,0.0133,0.0,-0.2211
0.0,0.9992,0.0,0.0131,0.0,-0.2189
0.0,0.9892,0.0,0.0129,0.0,-0.2167
0.0,0.9793,0.0,0.0128,0.0,-0.2145
0.0,0.9695,0.0,0.0126,0.0,-0.2124
0.0,0.9598,0.0,0.0124,0.0,-0.2103
0.0,0.9502,0.0,0.0123,0.0,-0.2081
0.0,0.9407,0.0,0.0121,0.0,-0.206
0.0,0.9313,0.0,0.012,0.0,-0.204
0.0,0.922,0.0,0.0118,0.0,-0.2019
0.0,0.9128,0.0,0.0117,0.0,-0.1999
0.0,0.9037,0.0,0.0115,0.0,-0.1979
0.0,0.8946,0.0,0.0114,0.0,-0.1959
0.0,0.8857,0.0,0.0112,0.0,-0.1939
0.0,0.8768,0.0,0.0111,0.0,-0.192
0.0,0.868,0.0,0.0109,0.0,-0.1901
0.0,0.8594,0.0,0.0108,0.0,-0.1882
0.0,0.8508,0.0,0.0107,0.0,-0.1863
0.0,0.8423,0.0,0.0105,0.0,-0.1844
0.0,0.8338,0.0,0.0104,0.0,-0.1825
0.0,0.8255,0.0,0.0102,0.0,-0.1807
0.0,0.8172,0.0,0.0101,0.0,-0.1789
0.0,0.8091,0.0,0.01,0.0,-0.1771
0.0,0.801,0.0,0.0098,0.0,-0.1753
0.0,0.793,0.0,0.0097,0.0,-0.1736
0.0,0.785,0.0,0.0096,0.0,-0.1719
0.0,0.7772,0.0,0.0095,0.0,-0.1701
0.0,0.7694,0.0,0.0093,0.0,-0.1684
0.0,0.7617,0.0,0.0092,0.0,-0.1668
0.0,0.7541,0.0,0.0091,0.0,-0.1651
0.0,0.7466,0.0,0.009,0.0,-0.1634
0.0,0.7391,0.0,0.0088,0.0,-0.1618
0.0,0.7317,0.0,0.0087,0.0,-0.1602
0.0,0.7244,0.0,0.0086,0.0,-0.1586
0.0,0.7172,0.0,0.0085,0.0,-0.157
0.0,0.71,0.0,0.0084,0.0,-0.1555
0.0,0.7029,0.0,0.0082,0.0,-0.1539
0.0,0.6959,0.0,0.0081,0.0,-0.1524
0.0,0.6889,0.0,0.008,0.0,-0.1509
0.0,0.682,0.0,0.0079,0.0,-0.1494
0.0,0.6752,0.0,0.0078,0.0,-0.1479
0.0,0.6684,0.0,0.0077,0.0,-0.1464
0.0,0.6617,0.0,0.0076,0.0,-0.145
0.0,0.6551,0.0,0.0075,0.0,-0.1435
0.0,0.6486,0.0,0.0074,0.0,-0.1421
0.0,0.6421,0.0,0.0072,0.0,-0.1407
0.0,0.6357,0.0,0.0071,0.0,-0.1393
0.0,0.6293,0.0,0.0071,0.0,-0.1379
0.0,0.623,0.0,0.007,0.0,-0.1366
0.0,0.6168,0.0,0.0069,0.0,-0.1352
0.0,0.6106,0.0,0.0068,0.0,-0.1338
0.0,0.6045,0.0,0.0067,0.0,-0.1325
0.0,0.5985,0.0,0.0066,0.0,-0.1312
0.0,0.5925,0.0,0.0065,0.0,-0.1299
0.0,0.5866,0.0,0.0065,0.0,-0.1286
0.0,0.5807,0.0,0.0064,0.0,-0.1273
0.0,0.5749,0.0,0.0063,0.0,-0.126
0.0,0.5691,0.0,0.0063,0.0,-0.1248
0.0,0.5635,0.0,0.0062,0.0,-0.1235
0.0,0.5578,0.0,0.0061,0.0,-0.1223
0.0,0.5522,0.0,0.0061,0.0,-0.121
0.0,0.5467,0.0,0.006,0.0,-0.1198
0.0,0.5412,0.0,0.0059,0.0,-0.1186
0.0,0.5358,0.0,0.0059,0.0,-0.1174
0.0,0.5305,0.0,0.0058,0.0,-0.1163
0.0,0.5252,0.0,0.0057,0.0,-0.1151
0.0,0.5199,0.0,0.0057,0.0,-0.114
0.0,0.5147,0.0,0.0056,0.0,-0.1128
0.0,0.5096,0.0,0.0056,0.0,-0.1117
0.0,0.5045,0.0,0.0055,0.0,-0.1106
0.0,0.4994,0.0,0.0054,0.0,-0.1095
0.0,0.4944,0.0,0.0054,0.0,-0.1084
0.0,0.4895,0.0,0.0053,0.0,-0.1073
0.0,0.4846,0.0,0.0053,0.0,-0.1062
0.0,0.4798,0.0,0.0052,0.0,-0.1051
0.0,0.475,0.0,0.0051,0.0,-0.1041
0.0,0.4702,0.0,0.0051,0.0,-0.103
0.0,0.4655,0.0,0.005,0.0,-0.102
0.0,0.4608,0.0,0.005,0.0,-0.101
0.0,0.4562,0.0,0.0049,0.0,-0.1
0.0,0.4517,0.0,0.0049,0.0,-0.099
0.0,0.4472,0.0,0.0048,0.0,-0.098
0.0,0.4427,0.0,0.0048,0.0,-0.097
0.0,0.4383,0.0,0.0047,0.0,-0.096
0.0,0.4339,0.0,0.0047,0.0,-0.0951
0.0,0.4295,0.0,0.0046,0.0,-0.0941
0.0,0.4252,0.0,0.0046,0.0,-0.0932
0.0,0.421,0.0,0.0045,0.0,-0.0922
0.0,0.4168,0.0,0.0045,0.0,-0.0913
0.0,0.4126,0.0,0.0044,0.0,-0.0904
0.0,0.4085,0.0,0.0044,0.0,-0.0895
0.0,0.4044,0.0,0.0043,0.0,-0.0886
0.0,0.4004,0.0,0.0043,0.0,-0.0877
0.0,0.3964,0.0,0.0042,0.0,-0.0868
0.0,0.3924,0.0,0.0042,0.0,-0.086
0.0,0.3885,0.0,0.0041,0.0,-0.0851
0.0,0.3846,0.0,0.0041,0.0,-0.0843
0.0,0.3807,0.0,0.0041,0.0,-0.0834
0.0,0.3769,0.0,0.004,0.0,-0.0826
0.0,0.3732,0.0,0.004,0.0,-0.0817
0.0,0.3694,0.0,0.0039,0.0,-0.0809
0.0,0.3657,0.0,0.0039,0.0,-0.0801
0.0,0.3621,0.0,0.0038,0.0,-0.0793
0.0,0.3585,0.0,0.0038,0.0,-0.0785
0.0,0.3549,0.0,0.0038,0.0,-0.0777
0.0,0.3513,0.0,0.0037,0.0,-0.077
0.0,0.3478,0.0,0.0037,0.0,-0.0762
0.0,0.3443,0.0,0.0036,0.0,-0.0754
0.0,0.3409,0.0,0.0036,0.0,-0.0747
0.0,0.3375,0.0,0.0036,0.0,-0.0739
0.0,0.3341,0.0,0.0035,0.0,-0.0732
0.0,0.3308,0.0,0.0035,0.0,-0.0725
0.0,0.3275,0.0,0.0035,0.0,-0.0717
0.0,0.3242,0.0,0.0034,0.0,-0.071
0.0,0.3209,0.0,0.0034,0.0,-0.0703
